,TradeIdx,Date,EntryDate,Time,TradeVolume,AskVolume,BidVolume,TradePrice,AskPrice,BidPrice,MidPrice,MidPriceW,Buy/Sell
8792,200852,20201126,201126,114256,5,5,5,361725,361750,361725,361737.5,361737.5,-1
8793,200857,20201126,201126,114256,1,1,28,361725,361725,361700,361712.5,361700.8620689655,1
8794,200888,20201126,201126,114257,5,6,5,361725,361750,361725,361737.5,361738.63636363635,-1
8795,200909,20201126,201126,114258,2,2,25,361725,361725,361700,361712.5,361701.85185185185,1
8796,200920,20201126,201126,114259,1,12,27,361750,361750,361700,361725.0,361715.3846153846,1
8797,200969,20201126,201126,114306,2,3,26,361725,361725,361700,361712.5,361702.5862068966,1
8798,200976,20201126,201126,114307,1,14,27,361700,361750,361700,361725.0,361717.0731707317,-1
8799,200977,20201126,201126,114307,3,14,27,361700,361750,361700,361725.0,361717.0731707317,-1
8800,200996,20201126,201126,114307,1,4,22,361700,361725,361700,361712.5,361703.8461538461,-1
8801,201009,20201126,201126,114309,1,7,22,361700,361725,361700,361712.5,361706.0344827586,-1
8802,201032,20201126,201126,114309,1,8,20,361700,361725,361700,361712.5,361707.14285714284,-1
8803,201039,20201126,201126,114311,19,8,19,361700,361725,361700,361712.5,361707.4074074074,-1
8804,201050,20201126,201126,114311,1,4,13,361700,361700,361675,361687.5,361680.8823529412,1
8805,201061,20201126,201126,114311,1,3,13,361700,361700,361675,361687.5,361679.6875,1
8806,201064,20201126,201126,114311,1,2,13,361700,361700,361675,361687.5,361678.3333333333,1
8807,201105,20201126,201126,114311,3,11,3,361700,361725,361700,361712.5,361719.64285714284,-1
8808,201120,20201126,201126,114312,2,11,2,361700,361725,361700,361712.5,361721.1538461539,-1
8809,201131,20201126,201126,114314,1,13,1,361700,361725,361700,361712.5,361723.21428571426,-1
8810,201134,20201126,201126,114314,2,13,16,361675,361725,361675,361700.0,361697.4137931034,-1
8811,201135,20201126,201126,114314,1,13,16,361675,361725,361675,361700.0,361697.4137931034,-1
8812,201146,20201126,201126,114314,1,3,14,361700,361700,361675,361687.5,361679.4117647059,1
8813,201155,20201126,201126,114314,1,2,13,361700,361700,361675,361687.5,361678.3333333333,1
8814,201162,20201126,201126,114314,9,13,13,361675,361725,361675,361700.0,361700.0,-1
8815,201191,20201126,201126,114314,2,7,6,361675,361700,361675,361687.5,361688.46153846156,-1
8816,201202,20201126,201126,114314,3,7,4,361675,361700,361675,361687.5,361690.9090909091,-1
8817,201217,20201126,201126,114314,4,8,4,361675,361700,361675,361687.5,361691.6666666667,-1
8818,201218,20201126,201126,114314,5,8,4,361650,361700,361675,361687.5,361691.6666666667,-1
8819,201219,20201126,201126,114314,1,8,4,361650,361700,361675,361687.5,361691.6666666667,-1
8820,201220,20201126,201126,114314,1,8,4,361650,361700,361675,361687.5,361691.6666666667,-1
8821,201253,20201126,201126,114314,2,9,12,361650,361675,361650,361662.5,361660.71428571426,-1
8822,201258,20201126,201126,114314,3,10,10,361650,361675,361650,361662.5,361662.5,-1
8823,201265,20201126,201126,114314,5,10,7,361650,361675,361650,361662.5,361664.70588235295,-1
8824,201282,20201126,201126,114314,1,12,3,361650,361675,361650,361662.5,361670.0,-1
8825,201293,20201126,201126,114315,1,10,4,361675,361675,361650,361662.5,361667.85714285716,1
8826,201306,20201126,201126,114315,1,9,5,361675,361675,361650,361662.5,361666.0714285714,1
8827,201321,20201126,201126,114315,1,8,6,361650,361675,361650,361662.5,361664.28571428574,-1
8828,201326,20201126,201126,114315,1,8,4,361650,361675,361650,361662.5,361666.6666666667,-1
8829,201331,20201126,201126,114315,1,8,1,361650,361675,361650,361662.5,361672.22222222225,-1
8830,201340,20201126,201126,114315,1,9,1,361650,361675,361650,361662.5,361672.5,-1
8831,201345,20201126,201126,114315,1,1,19,361650,361650,361625,361637.5,361626.25,1
8832,201398,20201126,201126,114316,1,10,2,361650,361675,361650,361662.5,361670.8333333333,-1
8833,201401,20201126,201126,114316,1,10,1,361650,361675,361650,361662.5,361672.7272727273,-1
8834,201420,20201126,201126,114316,1,2,19,361650,361650,361625,361637.5,361627.38095238095,1
8835,201461,20201126,201126,114318,1,4,18,361650,361650,361625,361637.5,361629.54545454547,1
8836,201466,20201126,201126,114318,1,3,19,361650,361650,361625,361637.5,361628.4090909091,1
8837,201469,20201126,201126,114318,1,2,19,361650,361650,361625,361637.5,361627.38095238095,1
8838,201474,20201126,201126,114318,1,1,20,361650,361650,361625,361637.5,361626.1904761905,1
8839,201489,20201126,201126,114319,1,10,2,361675,361675,361650,361662.5,361670.8333333333,1
8840,201500,20201126,201126,114319,1,10,3,361675,361675,361650,361662.5,361669.23076923075,1
8841,201505,20201126,201126,114320,1,9,4,361675,361675,361650,361662.5,361667.3076923077,1
8842,201512,20201126,201126,114320,3,8,7,361650,361675,361650,361662.5,361663.3333333333,-1
8843,201543,20201126,201126,114320,1,11,3,361650,361675,361650,361662.5,361669.64285714284,-1
8844,201554,20201126,201126,114321,1,12,20,361625,361675,361625,361650.0,361643.75,-1
8845,201555,20201126,201126,114321,2,12,20,361625,361675,361625,361650.0,361643.75,-1
8846,201556,20201126,201126,114321,1,12,20,361625,361675,361625,361650.0,361643.75,-1
8847,201557,20201126,201126,114321,5,12,20,361625,361675,361625,361650.0,361643.75,-1
8848,201558,20201126,201126,114321,1,12,20,361625,361675,361625,361650.0,361643.75,-1
8849,201559,20201126,201126,114321,1,12,20,361625,361675,361625,361650.0,361643.75,-1
8850,201582,20201126,201126,114321,1,6,7,361625,361650,361625,361637.5,361636.53846153844,-1
8851,201591,20201126,201126,114321,1,7,6,361625,361650,361625,361637.5,361638.46153846156,-1
8852,201610,20201126,201126,114322,1,8,4,361650,361650,361625,361637.5,361641.6666666667,1
8853,201615,20201126,201126,114322,2,6,4,361650,361650,361625,361637.5,361640.0,1
8854,201642,20201126,201126,114322,3,3,9,361650,361650,361625,361637.5,361631.25,1
8855,201651,20201126,201126,114322,2,12,2,361650,361675,361650,361662.5,361671.4285714286,-1
8856,201670,20201126,201126,114323,9,11,9,361625,361675,361625,361650.0,361652.5,-1
8857,201677,20201126,201126,114323,1,21,51,361625,361625,361600,361612.5,361607.2916666667,1
8858,201680,20201126,201126,114323,1,20,51,361625,361625,361600,361612.5,361607.04225352115,1
8859,201683,20201126,201126,114323,1,19,51,361625,361625,361600,361612.5,361606.78571428574,1
8860,201686,20201126,201126,114323,8,18,51,361625,361625,361600,361612.5,361606.52173913043,1
8861,201689,20201126,201126,114323,1,10,51,361625,361625,361600,361612.5,361604.0983606557,1
8862,201692,20201126,201126,114323,9,9,51,361625,361625,361600,361612.5,361603.75,1
8863,201727,20201126,201126,114323,2,6,13,361650,361650,361625,361637.5,361632.8947368421,1
8864,201756,20201126,201126,114324,6,12,19,361625,361675,361625,361650.0,361644.3548387097,-1
8865,201761,20201126,201126,114324,1,1,13,361650,361650,361625,361637.5,361626.78571428574,1
8866,201766,20201126,201126,114324,1,1,13,361650,361650,361625,361637.5,361626.78571428574,1
8867,201777,20201126,201126,114324,2,11,12,361625,361675,361625,361650.0,361648.9130434783,-1
8868,201784,20201126,201126,114324,1,11,2,361650,361675,361650,361662.5,361671.1538461539,-1
8869,201803,20201126,201126,114325,1,10,5,361650,361675,361650,361662.5,361666.6666666667,-1
8870,201810,20201126,201126,114326,4,10,4,361650,361675,361650,361662.5,361667.85714285716,-1
8871,201815,20201126,201126,114326,1,10,18,361675,361675,361625,361650.0,361642.85714285716,1
8872,201818,20201126,201126,114327,1,9,18,361625,361675,361625,361650.0,361641.6666666667,-1
8873,201823,20201126,201126,114327,1,1,17,361650,361650,361625,361637.5,361626.3888888889,1
8874,201838,20201126,201126,114327,1,9,2,361650,361675,361650,361662.5,361670.45454545453,-1
8875,201841,20201126,201126,114327,1,9,1,361650,361675,361650,361662.5,361672.5,-1
8876,201866,20201126,201126,114328,22,5,22,361650,361675,361650,361662.5,361654.6296296296,-1
8877,201867,20201126,201126,114328,12,5,22,361625,361675,361650,361662.5,361654.6296296296,-1
8878,201914,20201126,201126,114328,1,8,6,361650,361650,361625,361637.5,361639.28571428574,1
8879,201931,20201126,201126,114328,11,3,11,361625,361650,361625,361637.5,361630.35714285716,-1
8880,201936,20201126,201126,114328,9,9,51,361625,361625,361600,361612.5,361603.75,1
8881,201955,20201126,201126,114328,1,7,7,361625,361650,361625,361637.5,361637.5,-1
8882,201972,20201126,201126,114329,1,3,11,361625,361650,361625,361637.5,361630.35714285716,-1
8883,201991,20201126,201126,114329,1,2,13,361650,361650,361625,361637.5,361628.3333333333,1
8884,202010,20201126,201126,114329,1,3,15,361650,361650,361625,361637.5,361629.1666666667,1
8885,202025,20201126,201126,114330,1,9,2,361650,361675,361650,361662.5,361670.45454545453,-1
8886,202028,20201126,201126,114330,1,9,1,361650,361675,361650,361662.5,361672.5,-1
8887,202047,20201126,201126,114330,1,2,16,361625,361650,361625,361637.5,361627.77777777775,-1
8888,202052,20201126,201126,114331,1,3,15,361650,361650,361625,361637.5,361629.1666666667,1
8889,202055,20201126,201126,114331,1,2,15,361625,361650,361625,361637.5,361627.9411764706,-1
8890,202058,20201126,201126,114331,1,2,14,361650,361650,361625,361637.5,361628.125,1
8891,202065,20201126,201126,114331,14,12,14,361625,361675,361625,361650.0,361648.07692307694,-1
8892,202066,20201126,201126,114331,49,12,14,361600,361675,361625,361650.0,361648.07692307694,-1
8893,202067,20201126,201126,114331,18,12,14,361575,361675,361625,361650.0,361648.07692307694,-1
8894,202068,20201126,201126,114331,12,12,14,361550,361675,361625,361650.0,361648.07692307694,-1
8895,202069,20201126,201126,114331,5,12,14,361550,361675,361625,361650.0,361648.07692307694,-1
8896,202082,20201126,201126,114331,1,187,1,361600,361600,361575,361587.5,361599.8670212766,1
8897,202089,20201126,201126,114331,1,186,3,361575,361600,361575,361587.5,361599.6031746032,-1
8898,202092,20201126,201126,114331,1,186,2,361575,361600,361575,361587.5,361599.7340425532,-1
8899,202095,20201126,201126,114331,1,186,1,361575,361600,361575,361587.5,361599.86631016043,-1
8900,202102,20201126,201126,114331,1,1,67,361575,361575,361550,361562.5,361550.3676470588,1
8901,202115,20201126,201126,114331,1,2,66,361575,361575,361550,361562.5,361550.73529411765,1
8902,202118,20201126,201126,114331,1,1,66,361575,361575,361550,361562.5,361550.37313432834,1
8903,202125,20201126,201126,114331,3,189,3,361575,361600,361575,361587.5,361599.609375,-1
8904,202142,20201126,201126,114331,1,3,64,361575,361575,361550,361562.5,361551.1194029851,1
8905,202145,20201126,201126,114331,1,2,64,361575,361575,361550,361562.5,361550.75757575757,1
8906,202148,20201126,201126,114331,1,1,64,361575,361575,361550,361562.5,361550.3846153846,1
8907,202157,20201126,201126,114331,1,1,70,361575,361575,361550,361562.5,361550.3521126761,1
8908,202164,20201126,201126,114331,1,1,68,361575,361575,361550,361562.5,361550.3623188406,1
8909,202169,20201126,201126,114331,1,195,5,361575,361600,361575,361587.5,361599.375,-1
8910,202172,20201126,201126,114331,1,195,4,361600,361600,361575,361587.5,361599.4974874372,1
8911,202175,20201126,201126,114331,1,194,4,361575,361600,361575,361587.5,361599.49494949495,-1
8912,202180,20201126,201126,114331,3,194,4,361575,361600,361575,361587.5,361599.49494949495,-1
8913,202183,20201126,201126,114331,1,194,1,361575,361600,361575,361587.5,361599.8717948718,-1
8914,202192,20201126,201126,114331,1,194,1,361600,361600,361575,361587.5,361599.8717948718,1
8915,202195,20201126,201126,114331,1,193,1,361575,361600,361575,361587.5,361599.8711340206,-1
8916,202200,20201126,201126,114331,1,1,67,361575,361575,361550,361562.5,361550.3676470588,1
8917,202231,20201126,201126,114331,1,191,15,361575,361600,361575,361587.5,361598.17961165047,-1
8918,202232,20201126,201126,114331,1,191,15,361600,361600,361575,361587.5,361598.17961165047,1
8919,202241,20201126,201126,114332,1,192,15,361600,361600,361575,361587.5,361598.1884057971,1
8920,202244,20201126,201126,114332,1,191,15,361575,361600,361575,361587.5,361598.17961165047,-1
8921,202247,20201126,201126,114332,1,191,14,361575,361600,361575,361587.5,361598.2926829268,-1
8922,202250,20201126,201126,114332,1,191,13,361575,361600,361575,361587.5,361598.4068627451,-1
8923,202253,20201126,201126,114332,2,191,12,361575,361600,361575,361587.5,361598.5221674877,-1
8924,202256,20201126,201126,114332,1,191,10,361600,361600,361575,361587.5,361598.75621890544,1
8925,202265,20201126,201126,114333,1,190,11,361600,361600,361575,361587.5,361598.63184079604,1
8926,202278,20201126,201126,114334,3,189,10,361600,361600,361575,361587.5,361598.743718593,1
8927,202281,20201126,201126,114334,2,186,10,361575,361600,361575,361587.5,361598.7244897959,-1
8928,202294,20201126,201126,114334,2,186,28,361600,361600,361575,361587.5,361596.72897196264,1
8929,202297,20201126,201126,114334,1,184,28,361575,361600,361575,361587.5,361596.69811320753,-1
8930,202300,20201126,201126,114335,1,184,27,361575,361600,361575,361587.5,361596.8009478673,-1
8931,202303,20201126,201126,114335,1,184,26,361575,361600,361575,361587.5,361596.90476190473,-1
8932,202306,20201126,201126,114335,12,184,25,361575,361600,361575,361587.5,361597.009569378,-1
8933,202313,20201126,201126,114335,1,184,14,361575,361600,361575,361587.5,361598.23232323234,-1
8934,202320,20201126,201126,114335,1,184,15,361600,361600,361575,361587.5,361598.11557788943,1
8935,202325,20201126,201126,114336,1,183,16,361575,361600,361575,361587.5,361597.98994974873,-1
8936,202346,20201126,201126,114339,1,181,16,361600,361600,361575,361587.5,361597.9695431472,1
8937,202355,20201126,201126,114341,1,182,16,361600,361600,361575,361587.5,361597.9797979798,1
8938,202368,20201126,201126,114341,1,178,17,361600,361600,361575,361587.5,361597.8205128205,1
8939,202373,20201126,201126,114342,5,178,17,361600,361600,361575,361587.5,361597.8205128205,1
8940,202380,20201126,201126,114343,1,174,17,361600,361600,361575,361587.5,361597.77486910997,1
8941,202383,20201126,201126,114343,2,173,17,361600,361600,361575,361587.5,361597.7631578947,1
8942,202388,20201126,201126,114344,4,170,17,361600,361600,361575,361587.5,361597.7272727273,1
8943,202391,20201126,201126,114344,11,166,17,361600,361600,361575,361587.5,361597.6775956284,1
8944,202394,20201126,201126,114344,4,155,17,361600,361600,361575,361587.5,361597.52906976745,1
8945,202397,20201126,201126,114344,2,151,17,361600,361600,361575,361587.5,361597.47023809527,1
8946,202402,20201126,201126,114344,3,147,17,361600,361600,361575,361587.5,361597.40853658534,1
8947,202405,20201126,201126,114344,10,144,17,361600,361600,361575,361587.5,361597.3602484472,1
8948,202408,20201126,201126,114344,1,134,17,361600,361600,361575,361587.5,361597.1854304636,1
8949,202429,20201126,201126,114345,1,143,15,361600,361600,361575,361587.5,361597.62658227846,1
8950,202432,20201126,201126,114345,5,142,15,361575,361600,361575,361587.5,361597.6114649681,-1
8951,202441,20201126,201126,114345,1,140,10,361600,361600,361575,361587.5,361598.3333333333,1
8952,202450,20201126,201126,114346,1,139,11,361575,361600,361575,361587.5,361598.1666666667,-1
8953,202461,20201126,201126,114347,3,138,11,361575,361600,361575,361587.5,361598.1543624161,-1
8954,202470,20201126,201126,114348,1,138,9,361600,361600,361575,361587.5,361598.4693877551,1
8955,202473,20201126,201126,114348,1,137,9,361575,361600,361575,361587.5,361598.4589041096,-1
8956,202494,20201126,201126,114350,1,139,9,361600,361600,361575,361587.5,361598.4797297297,1
8957,202535,20201126,201126,114355,1,141,11,361575,361600,361575,361587.5,361598.1907894737,-1
8958,202544,20201126,201126,114356,1,149,11,361575,361600,361575,361587.5,361598.28125,-1
8959,202547,20201126,201126,114357,1,149,10,361575,361600,361575,361587.5,361598.42767295596,-1
8960,202550,20201126,201126,114357,1,149,9,361575,361600,361575,361587.5,361598.5759493671,-1
8961,202553,20201126,201126,114357,1,149,8,361575,361600,361575,361587.5,361598.7261146497,-1
8962,202558,20201126,201126,114358,1,150,7,361575,361600,361575,361587.5,361598.88535031845,-1
8963,202563,20201126,201126,114359,7,150,7,361575,361600,361575,361587.5,361598.88535031845,-1
8964,202572,20201126,201126,114359,2,2,67,361575,361575,361550,361562.5,361550.72463768115,1
8965,202587,20201126,201126,114359,1,2,67,361575,361575,361550,361562.5,361550.72463768115,1
8966,202592,20201126,201126,114359,2,2,67,361575,361575,361550,361562.5,361550.72463768115,1
8967,202605,20201126,201126,114359,1,150,2,361600,361600,361575,361587.5,361599.6710526316,1
8968,202608,20201126,201126,114359,1,149,2,361600,361600,361575,361587.5,361599.6688741722,1
8969,202621,20201126,201126,114400,1,148,3,361575,361600,361575,361587.5,361599.5033112583,-1
8970,202626,20201126,201126,114400,1,148,4,361600,361600,361575,361587.5,361599.34210526315,1
8971,202633,20201126,201126,114401,1,147,6,361575,361600,361575,361587.5,361599.01960784313,-1
8972,202638,20201126,201126,114402,1,147,6,361575,361600,361575,361587.5,361599.01960784313,-1
8973,202641,20201126,201126,114402,5,147,5,361575,361600,361575,361587.5,361599.17763157893,-1
8974,202642,20201126,201126,114402,5,147,5,361550,361600,361575,361587.5,361599.17763157893,-1
8975,202669,20201126,201126,114402,4,7,63,361575,361575,361550,361562.5,361552.5,1
8976,202680,20201126,201126,114402,2,147,2,361575,361600,361575,361587.5,361599.6644295302,-1
8977,202681,20201126,201126,114402,7,147,2,361550,361600,361575,361587.5,361599.6644295302,-1
8978,202704,20201126,201126,114402,1,6,56,361575,361575,361550,361562.5,361552.4193548387,1
8979,202707,20201126,201126,114402,5,5,56,361575,361575,361550,361562.5,361552.04918032786,1
8980,202734,20201126,201126,114404,1,148,1,361575,361600,361575,361587.5,361599.8322147651,-1
8981,202741,20201126,201126,114404,1,148,56,361550,361600,361550,361575.0,361586.2745098039,-1
8982,202752,20201126,201126,114404,1,5,55,361575,361575,361550,361562.5,361552.0833333333,1
8983,202755,20201126,201126,114404,1,3,55,361575,361575,361550,361562.5,361551.2931034483,1
8984,202768,20201126,201126,114405,1,5,55,361575,361575,361550,361562.5,361552.0833333333,1
8985,202771,20201126,201126,114405,4,4,55,361575,361575,361550,361562.5,361551.69491525425,1
8986,202780,20201126,201126,114405,1,149,58,361550,361600,361550,361575.0,361585.99033816427,-1
8987,202799,20201126,201126,114405,1,6,53,361550,361575,361550,361562.5,361552.5423728814,-1
8988,202804,20201126,201126,114405,4,7,52,361575,361575,361550,361562.5,361552.9661016949,1
8989,202817,20201126,201126,114406,1,150,55,361550,361600,361550,361575.0,361586.5853658537,-1
8990,202826,20201126,201126,114406,4,2,52,361550,361575,361550,361562.5,361550.9259259259,-1
8991,202835,20201126,201126,114406,3,6,48,361575,361575,361550,361562.5,361552.77777777775,1
8992,202854,20201126,201126,114407,4,151,51,361550,361600,361550,361575.0,361587.37623762374,-1
8993,202871,20201126,201126,114407,1,6,44,361550,361575,361550,361562.5,361553.0,-1
8994,202880,20201126,201126,114407,3,7,40,361575,361575,361550,361562.5,361553.72340425535,1
8995,202887,20201126,201126,114407,1,1,42,361575,361575,361550,361562.5,361550.5813953488,1
8996,202918,20201126,201126,114408,1,7,44,361550,361575,361550,361562.5,361553.43137254904,-1
8997,202927,20201126,201126,114410,1,7,39,361550,361575,361550,361562.5,361553.8043478261,-1
8998,202930,20201126,201126,114410,3,7,38,361550,361575,361550,361562.5,361553.8888888889,-1
8999,202933,20201126,201126,114412,1,7,35,361550,361575,361550,361562.5,361554.1666666667,-1
9000,202942,20201126,201126,114412,4,4,35,361575,361575,361550,361562.5,361552.5641025641,1
9001,202955,20201126,201126,114412,1,151,1,361575,361600,361575,361587.5,361599.8355263158,-1
9002,202966,20201126,201126,114413,1,3,40,361550,361575,361550,361562.5,361551.74418604653,-1
9003,202987,20201126,201126,114414,1,7,33,361575,361575,361550,361562.5,361554.375,1
9004,202990,20201126,201126,114414,6,6,33,361575,361575,361550,361562.5,361553.8461538461,1
9005,203011,20201126,201126,114414,1,7,33,361550,361575,361550,361562.5,361554.375,-1
9006,203014,20201126,201126,114415,7,7,32,361575,361575,361550,361562.5,361554.4871794872,1
9007,203041,20201126,201126,114415,1,14,32,361575,361575,361550,361562.5,361557.60869565216,1
9008,203048,20201126,201126,114416,1,15,32,361550,361575,361550,361562.5,361557.97872340423,-1
9009,203059,20201126,201126,114417,1,15,36,361550,361575,361550,361562.5,361557.35294117645,-1
9010,203064,20201126,201126,114418,10,15,36,361575,361575,361550,361562.5,361557.35294117645,1
9011,203067,20201126,201126,114418,5,5,36,361575,361575,361550,361562.5,361553.0487804878,1
9012,203082,20201126,201126,114418,2,2,40,361575,361575,361550,361562.5,361551.1904761905,1
9013,203087,20201126,201126,114418,1,141,1,361575,361600,361575,361587.5,361599.823943662,-1
9014,203128,20201126,201126,114421,11,12,38,361550,361575,361550,361562.5,361556.0,-1
9015,203131,20201126,201126,114421,1,12,27,361550,361575,361550,361562.5,361557.6923076923,-1
9016,203136,20201126,201126,114421,1,11,26,361550,361575,361550,361562.5,361557.4324324324,-1
9017,203139,20201126,201126,114422,1,11,25,361575,361575,361550,361562.5,361557.6388888889,1
9018,203142,20201126,201126,114422,10,10,25,361575,361575,361550,361562.5,361557.14285714284,1
9019,203163,20201126,201126,114422,1,136,33,361550,361600,361550,361575.0,361590.23668639053,-1
9020,203190,20201126,201126,114422,1,8,25,361550,361575,361550,361562.5,361556.0606060606,-1
9021,203195,20201126,201126,114422,1,9,24,361550,361575,361550,361562.5,361556.8181818182,-1
9022,203198,20201126,201126,114422,2,9,23,361550,361575,361550,361562.5,361557.03125,-1
9023,203201,20201126,201126,114422,1,9,21,361550,361575,361550,361562.5,361557.5,-1
9024,203204,20201126,201126,114422,4,9,20,361550,361575,361550,361562.5,361557.7586206897,-1
9025,203207,20201126,201126,114422,8,9,16,361550,361575,361550,361562.5,361559.0,-1
9026,203210,20201126,201126,114422,8,9,8,361550,361575,361550,361562.5,361563.23529411765,-1
9027,203213,20201126,201126,114422,1,9,114,361525,361575,361525,361550.0,361528.65853658534,-1
9028,203214,20201126,201126,114422,2,9,114,361525,361575,361525,361550.0,361528.65853658534,-1
9029,203215,20201126,201126,114422,1,9,114,361525,361575,361525,361550.0,361528.65853658534,-1
9030,203216,20201126,201126,114422,2,9,114,361525,361575,361525,361550.0,361528.65853658534,-1
9031,203241,20201126,201126,114422,1,15,108,361525,361550,361525,361537.5,361528.0487804878,-1
9032,203246,20201126,201126,114422,1,14,107,361525,361550,361525,361537.5,361527.8925619835,-1
9033,203249,20201126,201126,114422,12,14,106,361525,361550,361525,361537.5,361527.9166666667,-1
9034,203254,20201126,201126,114422,1,14,96,361525,361550,361525,361537.5,361528.1818181818,-1
9035,203261,20201126,201126,114422,1,11,95,361525,361550,361525,361537.5,361527.59433962265,-1
9036,203264,20201126,201126,114422,1,11,94,361525,361550,361525,361537.5,361527.61904761905,-1
9037,203271,20201126,201126,114422,1,12,73,361525,361550,361525,361537.5,361528.5294117647,-1
9038,203274,20201126,201126,114422,1,12,72,361525,361550,361525,361537.5,361528.5714285714,-1
9039,203277,20201126,201126,114422,1,12,71,361525,361550,361525,361537.5,361528.6144578313,-1
9040,203292,20201126,201126,114423,1,11,73,361525,361550,361525,361537.5,361528.2738095238,-1
9041,203297,20201126,201126,114423,5,10,72,361550,361550,361525,361537.5,361528.0487804878,1
9042,203300,20201126,201126,114423,2,5,72,361550,361550,361525,361537.5,361526.6233766234,1
9043,203303,20201126,201126,114423,1,3,72,361550,361550,361525,361537.5,361526.0,1
9044,203306,20201126,201126,114423,1,2,72,361550,361550,361525,361537.5,361525.6756756757,1
9045,203309,20201126,201126,114423,1,1,72,361550,361550,361525,361537.5,361525.34246575343,1
9046,203342,20201126,201126,114423,1,14,19,361550,361575,361550,361562.5,361560.6060606061,-1
9047,203351,20201126,201126,114423,1,12,19,361550,361575,361550,361562.5,361559.67741935485,-1
9048,203366,20201126,201126,114423,1,10,17,361550,361575,361550,361562.5,361559.25925925927,-1
9049,203377,20201126,201126,114423,2,10,18,361550,361575,361550,361562.5,361558.9285714286,-1
9050,203386,20201126,201126,114423,1,10,15,361550,361575,361550,361562.5,361560.0,-1
9051,203397,20201126,201126,114423,1,12,12,361550,361575,361550,361562.5,361562.5,-1
9052,203404,20201126,201126,114423,1,13,12,361550,361575,361550,361562.5,361563.0,-1
9053,203407,20201126,201126,114423,1,13,11,361550,361575,361550,361562.5,361563.5416666667,-1
9054,203424,20201126,201126,114423,5,9,13,361550,361575,361550,361562.5,361560.2272727273,-1
9055,203449,20201126,201126,114424,1,13,7,361550,361575,361550,361562.5,361566.25,-1
9056,203452,20201126,201126,114424,1,13,6,361550,361575,361550,361562.5,361567.1052631579,-1
9057,203453,20201126,201126,114424,1,13,6,361550,361575,361550,361562.5,361567.1052631579,-1
9058,203454,20201126,201126,114424,2,13,6,361550,361575,361550,361562.5,361567.1052631579,-1
9059,203457,20201126,201126,114424,1,13,4,361550,361575,361550,361562.5,361569.1176470588,-1
9060,203460,20201126,201126,114424,2,13,3,361550,361575,361550,361562.5,361570.3125,-1
9061,203465,20201126,201126,114424,1,13,3,361550,361575,361550,361562.5,361570.3125,-1
9062,203468,20201126,201126,114424,1,12,3,361550,361575,361550,361562.5,361570.0,-1
9063,203473,20201126,201126,114424,1,12,3,361550,361575,361550,361562.5,361570.0,-1
9064,203484,20201126,201126,114424,5,13,3,361550,361575,361550,361562.5,361570.3125,-1
9065,203487,20201126,201126,114424,2,13,1,361550,361575,361550,361562.5,361573.21428571426,-1
9066,203492,20201126,201126,114424,1,13,3,361550,361575,361550,361562.5,361570.3125,-1
9067,203513,20201126,201126,114424,1,3,74,361525,361550,361525,361537.5,361525.97402597405,-1
9068,203530,20201126,201126,114424,1,7,68,361525,361550,361525,361537.5,361527.3333333333,-1
9069,203535,20201126,201126,114424,1,10,67,361525,361550,361525,361537.5,361528.24675324676,-1
9070,203540,20201126,201126,114424,1,10,65,361525,361550,361525,361537.5,361528.3333333333,-1
9071,203547,20201126,201126,114424,10,12,64,361550,361550,361525,361537.5,361528.94736842107,1
9072,203560,20201126,201126,114424,1,3,67,361525,361550,361525,361537.5,361526.0714285714,-1
9073,203565,20201126,201126,114424,1,4,66,361525,361550,361525,361537.5,361526.4285714286,-1
9074,203572,20201126,201126,114424,5,5,63,361550,361550,361525,361537.5,361526.8382352941,1
9075,203573,20201126,201126,114424,5,5,63,361575,361550,361525,361537.5,361526.8382352941,1
9076,203580,20201126,201126,114424,2,8,2,361550,361575,361550,361562.5,361570.0,-1
9077,203595,20201126,201126,114424,2,9,2,361550,361575,361550,361562.5,361570.45454545453,-1
9078,203612,20201126,201126,114424,1,7,65,361550,361550,361525,361537.5,361527.43055555556,1
9079,203615,20201126,201126,114424,6,6,65,361550,361550,361525,361537.5,361527.11267605633,1
9080,203620,20201126,201126,114424,2,10,6,361550,361575,361550,361562.5,361565.625,-1
9081,203623,20201126,201126,114424,4,10,4,361550,361575,361550,361562.5,361567.85714285716,-1
9082,203630,20201126,201126,114424,1,9,1,361550,361575,361550,361562.5,361572.5,-1
9083,203639,20201126,201126,114424,2,8,2,361550,361575,361550,361562.5,361570.0,-1
9084,203646,20201126,201126,114424,2,3,65,361550,361550,361525,361537.5,361526.10294117645,1
9085,203649,20201126,201126,114424,1,1,65,361550,361550,361525,361537.5,361525.3787878788,1
9086,203676,20201126,201126,114425,7,11,9,361550,361575,361550,361562.5,361563.75,-1
9087,203679,20201126,201126,114425,2,11,2,361550,361575,361550,361562.5,361571.1538461539,-1
9088,203718,20201126,201126,114425,6,6,63,361550,361550,361525,361537.5,361527.17391304346,1
9089,203729,20201126,201126,114425,1,12,8,361550,361575,361550,361562.5,361565.0,-1
9090,203742,20201126,201126,114425,8,11,7,361550,361575,361550,361562.5,361565.27777777775,-1
9091,203759,20201126,201126,114426,1,6,65,361525,361550,361525,361537.5,361527.11267605633,-1
9092,203786,20201126,201126,114426,1,9,60,361525,361550,361525,361537.5,361528.26086956525,-1
